x, y
240.0, 0
250.0, 0.1
279.4315292410227, 0.5223378056460284
308.81039398084494, 0.5223378056460284
323.87649153348826, 1.1305989787860469
330.65622493718803, 4.780166017625893
337.43595834088774, 8.429781481047629
360.03508967701026, 27.89423587069063
365.3082223211512, 33.368610641241254
372.087955724851, 38.842985411792014
372.087955724851, 38.842985411792014
381.88092063335336, 44.317360182342725
390.92058516207635, 49.18347377975342
408.246583854058, 58.30743980143497
421.052750281678, 63.781814571985684
435.3655174688569, 65.60662230369655
446.66508313691816, 69.86447472796732
462.484481069341, 69.86447472796732
486.59021316502225, 72.90578059366719
513.7092067511913, 78.38017957650885
521.2422105489854, 84.46281552019953
534.0483769766055, 86.89588442505037
540.8281403659903, 93.58678154188104
545.3479426446668, 82.63803200077962
549.1145045149339, 105.75207764155336
552.1277060340515, 89.32892911761027
554.3876071733898, 110.00993006582412
555.1409075531692, 95.41156506130096
562.6739713223334, 99.66941748557173
564.1805720818923, 168.403293234753
568.7004343319388, 97.8446339661518
570.960335471277, 109.4016446803932
570.960335471277, 82.0297466153487
573.9735369903947, 89.93719029075025
