x, y
100.0, 0.0
105.7142870682154, 0.08145001508951602
111.23809707943961, 0.10230596057484032
113.33333143783176, 0.35039226785502436
114.47618998877579, 0.5528079087792475
117.52380773662233, 0.6864892555232185
119.2380993540415, 1.0230596057484036
122.47619226337765, 3.2722878864736473
126.4761934006786, 12.704583562435175
129.71428631001476, 17.68172844362758
134.66666325476385, 10
137.3333382616374, 4.606449922053651
142.09523246289058, 1.2997546250582575
149.33333409153397, 0.4821347406535596
153.71427796980788, 0.6195539523374785
155.61904474871668, 0.8922675849191032
158.66666249656322, 0.6943592302645367
163.4285718618289, 0.5919394123177002
173.71427607430633, 0.8332822032568176
179.23808608553054, 1
190.28570610797894, 0.8821544863243972
200.76190064595852, 1.2997546250582575
210.66665453545664, 2.2209285307769115
228.95237618654846, 2.3511867403063653
239.8095058834947, 1.7884437430708595
260.0, 0.0
