x, y
100, 0.1
200, 0.1
254.16666864114782, 0.2666665743639622
259.5238072672596, 0.1971013489463358
272.61904818318504, 0.13449270145209466
280.95238546548075, 0.11826080936780141
298.21429502255404, 0.1368115299923216
303.57140995489175, 0.15536225061684164
314.2857345946635, 0.1252172949884823
335.71428909911054, 0.09971008874328138
353.57143364866585, 0.09507243166282746
358.9285959685517, 0.12057963790802838
369.0476382282933, 0.1113042314444162
369.6428732207753, 0.19014486332565472
383.9285604278906, 0.9344927937547992
397.02382503759014, 0.9692754064636123
432.1428791442188, 0.9739130635440663
497.0238250375901, 0.9901449556283592
554.761951021178, 0.9855072523965532
599.4048123950663, 0.9901449556283592
